ACCESSNO,ACQVALUE,APPNOTES,APPRAISOR,CAPTION,CATBY,CATDATE,CLASSES,COLLECTION,CONDDATE,CONDEXAM,CONDITION,CONDNOTES,COPYRIGHT,CREATOR,CREDIT,CURVALMAX,CURVALUE,DATASET,DATE,DESCRIP,DIMNOTES,DISPVALUE,EARLYDATE,EVENT,EXHIBITNO,EXHLABEL1,EXHLABEL2,EXHLABEL3,EXHLABEL4,EXHSTART,FILMSIZE,FLAGDATE,FLAGNOTES,FLAGREASON,FRAME,FRAMENO,GPARENT,HOMELOC,IMAGENO,INSCOMP,INSDATE,INSPHONE,INSPREMIUM,INSREP,INSVALUE,INVNBY,INVNDATE,LATDEG,LATEDATE,LEGAL,LOANCOND,LOANDUE,LOANINNO,LOANNO,LOCFIELD1,LOCFIELD2,LOCFIELD3,LOCFIELD4,LOCFIELD5,LOCFIELD6,LONGDEG,MAINTCYCLE,MAINTDATE,MAINTNOTE,MEDIUM,NEGLOC,NEGNO,NOTES,OBJECTID,OBJNAME,OBJNAME2,OBJNAME3,OBJNAMES,OLDNO,ORIGCOPY,OTHERNO,OUTDATE,PARENT,PEOPLE,PLACE,POLICYNO,PRINTSIZE,PROCESS,PROVENANCE,PUBNOTES,RECAS,RECDATE,RECFROM,RELNOTES,SITE,SITENO,SLIDENO,STATUS,STATUSBY,STATUSDATE,STERMS,STUDIO,SUBJECTS,TEMPAUTHOR,TEMPBY,TEMPDATE,TEMPLOC,TEMPNOTES,TEMPREASON,TEMPUNTIL,TITLE,TLOCFIELD1,TLOCFIELD2,TLOCFIELD3,TLOCFIELD4,TLOCFIELD5,TLOCFIELD6,UDF1,UDF10,UDF11,UDF12,UDF13,UDF14,UDF15,UDF16,UDF17,UDF18,UDF19,UDF2,UDF20,UDF21,UDF22,UDF3,UDF4,UDF5,UDF6,UDF7,UDF8,UDF9,UPDATED,UPDATEDBY,VALUEDATE,WEBINCLUDE
2022.646,0,,,Holstein cow,M Bonci,2022-09-30 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-30 00:00:00,,,,,,2022.646,"Print, Photographic",,,,,,Ph-p-646,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2023-03-31 14:37:00,Unknown,/ /,.F.
2022.598,0,,,Holstein cow,M Bonci,2022-09-30 00:00:00,,Nichols Collection,/ /,,,,,H. A. Strohmeyer Jr.,,0,0,,,Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-30 00:00:00,,,,,,2022.598,"Print, Photographic",,,,,,Ph-p-598,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-30 15:52:00,Unknown,/ /,.F.
2022.542,0,,,Holstein cow,M Bonci,2022-09-30 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer Inc.,,0,0,,,Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-09-30 00:00:00,,,,,,2022.542,"Print, Photographic",,,,,,,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-09-30 16:00:00,Unknown,/ /,.F.
2022.447,0,,,Second Prize Cow E.S. 1935,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Second Prize Cow E.S. Exposition 1935,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.447,"Print, Photographic",,,,,,Ph-p-447,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 13:44:00,Unknown,/ /,.F.
2022.541,0,,,Holstein Cow with Man,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow with Man,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.541,"Print, Photographic",,,,,,Ph-p-541,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 13:52:00,Unknown,/ /,.F.
2022.526,0,,,Bess Ormsby 7/9/53,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Bess Ormsby by Burke Mabel 7/9/53,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.526,"Print, Photographic",,,,,,Ph-p-526,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 13:48:00,Unknown,/ /,.F.
2022.475,0,,,Holstein Cow with Man,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow with Man,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.475,"Print, Photographic",,,,,,Ph-p-475,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 13:52:00,Unknown,/ /,.F.
2022.413,0,,,Osborndale Lady Ollie Ty-Vie,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Osborndale Lady Ollie Ty-Vie,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.413,"Print, Photographic",,,,,,Ph-p-413,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 13:55:00,Unknown,/ /,.F.
2022.499,0,,,Holstein Cow,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.499,"Print, Photographic",,,,,,Ph-p-499,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 13:59:00,Unknown,/ /,.F.
2022.6,0,,,K.M.D.K.S. Colanthia 7/8/24,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,K.M.D.K.S. Colanthia 7/8/24,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.6,"Print, Photographic",,,,,,Ph-p-600,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:03:00,Unknown,/ /,.F.
2022.588,0,,,Kitty Posch 1928,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Kitty Posch 1928,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.588,"Print, Photographic",,,,,,Ph-p-588,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:07:00,Unknown,/ /,.F.
2022.491,0,,,Sir Ben 1936,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Sir Ben 1936,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.491,"Print, Photographic",,,,,,Ph-p-491,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:09:00,Unknown,/ /,.F.
2022.537,0,,,"Idona Korndyke Pontiac, Summer 1922",Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,"Idona Korndyke Pontiac, Summer 1922",,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.537,"Print, Photographic",,,,,,Ph-p-537,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:13:00,Unknown,/ /,.F.
2022.539,0,,,Holstein Cow,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.539,"Print, Photographic",,,,,,Ph-p-539,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:17:00,Unknown,/ /,.F.
2022.544,0,,,Gypsy Posch Ruby 9/26/28,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Gypsy Posch Ruby 9/26/28,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.544,"Print, Photographic",,,,,,Ph-p-544,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:21:00,Unknown,/ /,.F.
2022.656,0,,,Holstein Cow with Man,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow with Man,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.656,"Print, Photographic",,,,,,Ph-p-656,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:25:00,Unknown,/ /,.F.
2022.677,0,,,Cow Udder,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Cow Udder,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.677,"Print, Photographic",,,,,,Ph-p-677,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:28:00,Unknown,/ /,.F.
2022.471,0,,,Postcard of Holstein Cow,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Postcard of Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.471,Postcard,,,,,,Ph-p-471,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:33:00,Unknown,/ /,.F.
2022.472,0,,,Postcard of Holstein Cow,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Postcard of Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.472,Postcard,,,,,,Ph-p-472,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:36:00,Unknown,/ /,.F.
2022.492,0,,,Holstein Cow,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.492,"Print, Photographic",,,,,,Ph-p-492,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:39:00,Unknown,/ /,.F.
2022.5,0,,,Holstein Cow,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.5,"Print, Photographic",,,,,,Ph-p-500,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:42:00,Unknown,/ /,.F.
2022.493(2),0,,,Holstein Cow,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.493(2),"Print, Photographic",,,,,,Ph-p-493,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:48:00,Unknown,/ /,.F.
2022.451,0,,,Holstein Cows,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cows,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.451,"Print, Photographic",,,,,,Ph-p-451,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:51:00,Unknown,/ /,.F.
2022.451(2),0,,,Holstein Cows,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cows,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.451(2),"Print, Photographic",,,,,,Ph-p-451,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 14:55:00,Unknown,/ /,.F.
2022.467,0,,,Photograph of holstein cow,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.467,"Print, Photographic",,,,,,Ph-p-467,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-11-09 14:08:00,Unknown,/ /,.F.
2022.658,0,,,Holstein Cow,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.658,"Print, Photographic",,,,,,Ph-p-658,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-21 15:06:00,Unknown,/ /,.F.
2022.633,0,,,Holstein Cow,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.633,"Print, Photographic",,,,,,Ph-p-633,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-21 15:07:00,Unknown,/ /,.F.
2022.558,0,,,Tranquility Ormsby Jewel,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,"Tranquility Ormsby Jewel, 12 Years of Age",,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.558,"Print, Photographic",,,,,,Ph-p-558,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 15:08:00,Unknown,/ /,.F.
2022.668,0,,,Holstein Cow,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.668,"Print, Photographic",,,,,,Ph-p-668,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-21 15:09:00,Unknown,/ /,.F.
2022.654,0,,,Holstein Cow,Rachel Twedt,2022-10-01 00:00:00,,Nichols Collection,/ /,,,,,,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-01 00:00:00,,,,,,2022.654,"Print, Photographic",,,,,,Ph-p-654,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-01 15:16:00,Unknown,/ /,.F.
2022.669,0,,,Photograph of Holstein cow,M Bonci,2022-10-21 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-21 00:00:00,,,,,,2022.669,"Print, Photographic",,,,,,Ph-p-669,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-21 14:55:00,Unknown,/ /,.F.
2022.674,0,,,Photograph of Holstein cow,M Bonci,2022-10-21 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-21 00:00:00,,,,,,2022.674,"Print, Photographic",,,,,,Ph-p-674,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-21 15:04:00,Unknown,/ /,.F.
2022.676,0,,,Back of photograph,M Bonci,2022-10-21 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-21 00:00:00,,,,,,2022.676,"Print, Photographic",,,,,,Ph-p-676,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-21 15:17:00,Unknown,/ /,.F.
2022.675,0,,,Photograph of Holstein Cow,M Bonci,2022-10-21 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-21 00:00:00,,,,,,2022.675,"Print, Photographic",,,,,,Ph-p-675,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-21 15:24:00,Unknown,/ /,.F.
2022.666,0,,,Photograph of Holstein Cow,M Bonci,2022-10-21 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-21 00:00:00,,,,,,2022.666,"Print, Photographic",,,,,,Ph-p-666,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-21 15:29:00,Unknown,/ /,.F.
2022.416,0,,,Photograph of Holstein Cow,M Bonci,2022-10-21 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-21 00:00:00,,,,,,2022.416,"Print, Photographic",,,,,,Ph-p-416,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-21 15:35:00,Unknown,/ /,.F.
2022.672,0,,,Photograph of Holstein Cow,M Bonci,2022-10-21 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-21 00:00:00,,,,,,2022.672,"Print, Photographic",,,,,,Ph-p-672,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-21 15:41:00,Unknown,/ /,.F.
2022.415,0,,,Back of photograph,M Bonci,2022-10-21 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-21 00:00:00,,,,,,2022.415,"Print, Photographic",,,,,,Ph-p-415,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-21 15:47:00,Unknown,/ /,.F.
2022.414,0,,,Photograph of Holstein Cow,M Bonci,2022-10-21 00:00:00,,Nichols Collection,/ /,,,,,Strohmeyer & Carpenter,,0,0,,,Holstein Cow,,,0,,0,,,,,/ /,,/ / : : AM,,,,,8: Communication Artifact,KEC File Cabinet,2,,/ /,,,,0,,/ /,0,0,,,/ /,,0,,,,,,,0,,2022-10-21 00:00:00,,,,,,2022.414,"Print, Photographic",,,,,,Ph-p-414,/ /,Documentary Artifact,,,,,,,,,,,,,,,,,/ /,,,,,,/ /,,,,,,,,,,,,,,,,0,0,0,0,0,/ /,/ /,,/ /,,,,,,,,,,2022-10-21 15:52:00,Unknown,/ /,.F.
